"","q2","q3","q4","q11","q61","q62","q63","q64","q68","q69"
"3156",1977,1,8,-9,7,17,2,2,3,220000
"3157",1980,2,8,2,7,6,2,2,1,170000
"3158",1960,1,8,3,8,21,NA,2,4,50000
"3159",1952,1,8,3,7,6,1,2,4,80000
"3160",1981,1,5,2,7,21,NA,2,8,-8
"3161",1976,1,5,1,10,22,1,13,1,80000
"3162",1982,1,5,-9,6,21,NA,2,3,40000
"3163",1957,2,5,4,10,6,3,2,3,2e+05
"3164",1976,2,5,3,10,21,NA,2,2,80000
"3165",1998,1,5,5,4,21,NA,2,6,-9
"3166",1971,2,5,-9,10,6,3,2,1,135000
"3167",1994,1,5,-8,11,21,NA,2,1,-9
"3168",1987,2,5,2,7,21,NA,2,1,-8
"3169",1947,1,5,4,9,6,3,2,3,-8
"3170",1993,1,5,1,9,21,NA,13,1,60000
"3171",1966,1,5,4,9,6,3,2,3,125000
"3172",1976,2,5,3,8,6,3,2,2,26000
"3173",1960,2,5,1,8,8,3,2,1,160000
"3174",1987,2,5,1,6,6,3,2,9,1e+05
"3175",1942,1,5,1,5,6,2,13,4,20000
"3176",1968,1,5,1,9,21,NA,2,1,40000
"3177",1973,1,5,1,5,6,2,2,1,45000
"3178",1944,2,5,2,4,6,2,2,4,-8
"3179",1974,1,5,-9,9,6,3,2,1,2e+05
"3180",1959,1,5,-9,8,4,1,2,4,14000
"3181",1982,2,5,1,7,2,2,2,1,80000
"3182",1963,1,5,-9,9,6,2,2,1,175000
"3183",1991,1,5,3,6,21,NA,2,1,38000
"3184",1940,2,5,4,7,-9,4,2,4,-8
"3185",1963,1,5,9,7,6,3,2,1,55000
"3186",1950,1,5,-9,11,21,NA,5,2,-9
"3187",1966,2,5,3,7,21,NA,13,1,27000
"3188",1963,1,5,1,6,14,3,13,6,0
"3189",1952,2,5,-8,9,6,2,1,4,-8
"3190",1976,2,5,-9,8,6,3,2,1,60000
"3191",1985,1,5,-8,7,21,NA,2,1,56000
"3192",1970,1,5,2,9,4,1,13,1,250000
"3193",1985,2,5,1,9,6,4,2,2,80000
"3194",1974,1,5,1,9,6,3,2,1,150000
"3195",1962,1,5,-9,7,14,2,2,3,85000
"3196",1958,2,5,4,9,6,1,2,1,-8
"3197",1985,1,5,5,7,6,4,1,1,-8
"3198",1972,2,5,4,6,6,4,2,1,110000
"3199",1981,1,5,2,7,8,4,2,3,130000
"3200",1975,2,5,2,10,6,2,10,1,90000
"3201",1996,1,5,1,7,21,NA,2,1,250000
"3202",1964,2,5,2,7,6,1,2,1,21000
"3203",1991,2,5,-9,9,21,NA,13,1,75000
"3204",1996,2,5,5,7,21,NA,2,1,12000
"3205",1969,2,5,1,5,6,1,2,1,180000
"3206",1986,1,5,-9,9,6,4,2,1,90000
"3207",1986,1,5,1,7,21,NA,13,2,27000
"3208",1966,1,5,-9,7,21,NA,2,1,-8
"3209",1999,1,5,1,6,6,3,2,6,-9
"3210",1982,1,5,-9,9,21,NA,13,1,130000
"3211",1989,1,5,-9,3,6,3,2,3,70000
"3212",1999,2,5,3,6,2,1,2,6,70000
"3213",1985,2,5,-9,10,6,2,5,2,20000
"3214",1986,1,5,1,9,21,NA,2,1,180000
"3215",1961,1,5,1,10,21,NA,2,1,0
"3216",1968,2,5,-9,9,2,2,13,2,30000
"3217",1975,2,5,5,11,6,4,2,1,160000
"3218",1985,1,5,-8,7,9,3,1,1,115000
"3219",1993,1,5,10,10,21,NA,2,1,-8
"3220",1965,2,5,-9,3,-9,NA,1,12,13000
"3221",1959,1,5,4,9,21,NA,2,1,225000
"3222",1964,2,5,5,5,21,NA,2,1,40000
"3223",1975,1,5,2,5,6,3,2,1,-8
"3224",1980,1,5,1,10,21,NA,7,1,95000
"3225",1991,2,5,1,9,6,2,13,1,60000
"3226",1998,1,5,1,8,21,NA,2,6,8e+05
"3227",1972,1,5,2,5,6,4,2,1,150000
"3228",1989,2,5,1,9,14,1,13,1,39000
"3229",1999,1,5,9,6,21,NA,2,6,110000
"3230",1972,2,5,-9,9,22,3,2,1,-9
"3231",1961,1,5,-9,10,14,3,2,1,350000
"3232",1964,1,5,4,10,6,2,2,3,12000
"3233",1990,2,5,1,10,-9,NA,2,1,0
"3234",1983,1,5,4,9,6,3,2,1,140000
"3235",1964,2,5,1,9,6,3,2,1,180000
"3236",1970,2,5,5,10,-9,4,13,1,80000
"3237",1983,1,5,2,7,6,4,2,1,120000
"3238",1954,1,5,3,9,21,NA,13,3,120000
"3239",1977,1,5,-9,5,6,2,2,1,108000
"3240",1983,2,5,-9,5,21,NA,2,6,-9
"3241",1970,1,5,-9,6,6,2,2,1,68000
"3242",1977,2,5,1,10,21,NA,2,3,43000
"3243",1979,2,5,-9,10,8,2,13,1,1e+05
"3244",1980,1,5,1,7,21,NA,2,1,150000
"3245",1984,1,5,-9,7,6,4,2,3,80000
"3246",1970,1,5,5,9,6,2,2,1,145000
"3247",1988,2,5,7,10,21,NA,2,1,80000
"3248",1956,1,5,-8,10,6,4,2,1,350000
"3249",1986,2,5,-9,6,6,4,2,1,130000
"3250",1984,2,5,NA,10,21,NA,2,7,60000
"3251",1974,1,5,-9,9,21,NA,2,1,85000
"3252",1954,1,5,2,10,9,1,2,3,160000
"3253",1957,1,5,-9,5,6,3,2,3,70000
"3254",1978,1,6,1,9,6,4,2,1,2e+05
"3255",1972,2,5,1,10,2,2,13,1,-8
"3256",1947,2,5,1,10,6,3,2,4,125000
"3257",1976,1,5,2,10,2,2,13,1,160000
"3258",1991,1,5,1,10,6,4,2,1,120000
"3259",1962,1,5,4,7,6,3,2,1,60000
"3260",1990,1,5,3,7,21,NA,2,1,70000
"3261",1970,1,5,1,9,21,NA,2,1,50000
"3262",1974,1,5,4,5,15,1,1,5,28000
"3263",1968,1,5,-9,7,6,4,2,3,185000
"3264",1958,1,5,5,7,21,NA,2,1,-8
"3265",1971,1,5,2,4,21,NA,1,1,55000
"3266",1985,1,5,4,5,6,4,2,1,130000
"3267",1976,1,5,1,2,6,2,2,6,13000
"3268",1968,1,5,4,3,6,3,2,1,36000
"3269",1958,2,5,4,6,21,NA,2,1,170000
"3270",1978,1,5,-9,3,6,3,2,1,50000
"3271",1952,1,5,2,5,6,4,2,4,85000
"3272",1997,1,5,1,6,2,2,13,9,-9
"3273",1974,2,5,-9,9,6,4,2,1,1e+05
"3274",1993,1,5,1,9,21,NA,2,2,28000
"3275",1964,1,5,-9,10,21,NA,5,3,-9
"3276",1969,1,5,4,9,6,3,2,1,2e+05
"3277",1971,1,5,1,7,14,2,13,2,30000
"3278",1980,2,5,1,10,8,3,2,3,-8
"3279",1992,2,5,5,8,6,1,2,6,16000
"3280",1974,2,5,-9,8,6,4,2,6,42000
"3281",1969,2,5,3,9,-9,2,2,8,20000
"3282",1990,1,5,-9,9,6,3,2,1,1e+05
"3283",1978,2,5,-9,9,21,NA,2,1,170000
"3284",1997,2,5,3,8,8,1,2,2,2e+05
"3285",1960,2,5,4,7,6,2,2,1,53000
"3286",1956,2,5,-9,9,6,1,2,4,75000
"3287",1991,1,5,2,7,6,3,2,1,150000
"3288",1986,2,5,-9,7,21,NA,2,3,65000
"3289",1976,2,5,-9,7,6,4,2,3,45000
"3290",1980,2,5,2,7,6,2,2,12,-8
"3291",1975,1,5,1,10,21,NA,2,1,2e+05
"3292",1967,1,5,4,7,6,2,2,1,-9
"3293",1958,1,5,1,7,6,2,2,4,75000
"3294",1975,2,5,4,9,6,3,2,1,110000
"3295",2000,1,5,2,3,6,4,1,1,-9
"3296",1969,1,5,-8,7,6,3,2,1,48000
"3297",1946,1,5,2,8,14,1,2,4,-8
"3298",1989,2,5,-9,7,21,NA,2,9,60000
"3299",1984,2,5,3,9,21,NA,2,6,11000
"3300",1985,1,5,-9,9,6,3,2,1,175000
"3301",1985,2,5,9,3,6,3,1,1,80000
"3302",1978,2,5,-9,3,6,1,1,1,-8
"3303",1989,1,5,-8,7,8,2,13,1,-8
"3304",1987,1,5,-9,5,21,NA,2,1,44000
"3305",1979,2,5,-9,10,21,NA,1,3,50000
"3306",1984,1,5,NA,4,22,2,2,3,37000
"3307",1977,2,5,-9,11,2,3,13,6,50000
"3308",1982,2,6,5,9,16,2,2,1,-9
"3309",1984,2,5,-9,9,6,2,2,1,150000
"3310",1950,2,5,4,10,14,3,5,4,17000
"3311",1964,2,5,-9,5,6,3,2,3,90000
"3312",1986,2,5,-9,10,21,NA,2,1,70000
"3313",1966,2,5,1,1,6,1,13,1,-8
"3314",1972,2,5,-9,7,6,2,2,3,45000
"3315",1977,2,5,-9,10,6,4,2,3,80000
"3316",1993,2,5,1,9,2,2,2,6,22000
"3317",1990,1,5,-9,5,21,NA,2,1,60000
"3318",1982,2,5,1,9,9,2,13,7,-8
"3319",1942,1,5,-9,9,9,1,2,4,90000
"3320",1952,1,5,-9,4,4,4,1,4,23000
"3321",1960,2,5,1,5,6,2,2,4,40000
"3322",1997,1,5,3,5,5,2,2,6,-9
"3323",1956,2,5,-9,9,6,3,2,1,-8
"3324",1944,1,5,2,9,6,1,2,4,2e+05
"3325",1991,1,5,1,7,21,NA,2,1,80000
"3326",1953,2,5,9,11,6,2,2,4,17000
"3327",1990,2,5,-9,9,9,2,2,1,60000
"3328",1980,2,5,-9,8,6,4,2,1,90000
"3329",1953,2,5,2,6,4,1,2,4,20000
"3330",1993,2,5,3,7,21,NA,2,1,55000
"3331",1951,1,5,4,9,6,4,2,4,120000
"3332",1984,1,5,2,6,6,4,2,1,120000
"3333",1974,1,5,4,9,6,2,2,1,90000
"3334",1967,2,5,-9,7,6,3,2,3,-9
"3335",1993,1,5,-9,9,21,NA,4,1,40000
"3336",1980,2,5,3,9,21,NA,2,1,0
"3337",1953,2,5,1,10,6,3,2,4,150000
"3338",1944,2,5,-9,10,6,3,2,4,1e+05
"3339",1994,1,5,1,7,21,NA,2,1,59000
"3340",1973,1,5,1,10,6,4,2,3,320000
"3341",1985,1,5,1,5,21,NA,2,1,105000
"3342",1987,2,5,1,9,6,4,2,1,180000
"3343",1990,1,5,1,4,2,1,13,3,43000
"3344",1983,2,5,1,7,21,NA,2,1,-9
"3345",1975,1,5,-8,9,6,3,13,1,36000
"3346",1996,1,5,-8,7,6,2,2,9,-8
"3347",1972,2,5,3,3,6,2,2,2,83000
"3348",1994,1,5,-9,9,21,NA,2,1,45000
"3349",1956,1,5,1,9,21,NA,2,3,120000
"3350",1970,1,5,1,9,9,1,13,1,80000
"3351",1963,2,5,-9,10,6,3,2,1,1e+05
"3352",1974,1,5,-8,10,14,2,2,1,140000
"3353",1981,1,5,NA,2,6,3,2,1,-9
"3354",1971,1,5,4,10,6,3,2,1,0
"3355",1990,1,5,-9,5,6,3,2,1,-9
"3356",1985,2,5,5,9,6,4,2,1,36000
"3357",1975,2,5,-9,9,6,2,2,1,0
"3358",1985,2,5,1,9,2,2,13,5,30000
"3359",1952,1,5,-8,10,-8,2,13,-8,-8
"3360",1985,1,6,1,9,2,1,13,1,150000
"3361",1967,2,5,NA,5,6,1,2,5,-8
"3362",1973,1,5,-9,9,21,NA,13,5,-8
"3363",1976,1,5,3,7,6,3,2,1,110000
"3364",1976,2,5,-9,9,6,3,2,1,110000
"3365",1964,2,5,-9,7,6,2,2,4,-8
"3366",1954,1,5,1,10,6,2,11,1,250000
"3367",1987,1,5,3,5,6,3,2,1,1e+05
"3368",1999,2,5,-9,5,21,NA,2,2,22000
"3369",1990,2,5,3,9,6,2,5,3,130000
"3370",1945,1,5,1,10,6,2,2,3,75000
"3371",1988,1,5,1,10,21,NA,2,3,45000
"3372",1953,1,10,2,7,21,NA,13,4,-8
"3373",1979,1,10,2,11,19,1,2,3,190000
"3374",1955,2,10,-8,7,6,2,2,2,1e+05
"3375",1954,1,10,2,4,21,NA,2,1,1e+05
"3376",1974,2,10,6,7,14,1,2,2,150000
"3377",1949,1,10,2,7,14,2,2,2,-9
"3378",1951,2,10,2,7,21,NA,2,4,40000
"3379",1955,2,10,-9,7,14,3,2,4,70000
"3380",1945,2,10,2,8,21,NA,2,4,50000
"3381",1936,2,10,2,9,4,1,13,4,-9
"3382",1941,2,10,-9,10,21,NA,2,4,120000
"3383",1947,1,10,5,11,21,NA,13,4,150000
"3384",1951,2,10,3,7,12,2,2,4,35000
"3385",1960,1,8,-9,7,12,3,2,3,120000
"3386",1970,2,8,-9,5,-8,1,2,8,-9
"3387",1965,2,8,2,8,12,2,2,12,180000
"3388",1930,1,9,2,9,6,2,2,4,-9
"3389",1947,1,9,-8,7,14,2,2,4,-8
"3390",1960,2,9,-9,9,21,NA,2,1,-8
"3391",1975,2,9,2,5,6,3,2,3,1e+05
"3392",1954,2,9,-9,7,6,1,2,3,-8
"3393",1966,2,9,2,8,14,3,2,1,125000
"3394",1968,1,9,2,5,1,2,2,1,162000
"3395",1943,1,9,2,8,21,NA,2,4,-9
"3396",1965,1,9,-8,7,14,1,2,1,250000
"3397",1953,1,7,1,7,12,3,2,4,120000
"3398",1983,1,7,2,6,14,1,3,1,130000
"3399",1966,2,7,5,10,12,1,2,2,65000
"3400",1937,1,7,-9,9,12,2,2,4,-9
"3401",1967,2,7,-9,11,1,3,2,3,2e+05
"3402",1963,2,7,-9,10,14,1,2,1,199000
"3403",1985,2,7,2,7,12,2,2,12,-8
"3404",1957,2,7,3,7,12,2,2,4,50000
"3405",1949,1,7,1,6,22,2,2,4,120000
"3406",1953,1,7,5,4,6,2,2,4,80000
"3407",1980,2,7,1,10,21,NA,2,1,120000
"3408",1959,1,7,3,8,14,3,2,4,72000
"3409",1970,1,7,2,9,1,1,2,2,-9
"3410",1950,1,7,5,9,21,NA,2,3,50000
"3411",1980,2,7,2,8,-8,1,2,2,-9
"3412",1987,1,7,2,5,14,3,2,3,250000
"3413",1946,2,7,-9,9,14,1,13,4,65000
"3414",1954,1,3,-9,7,6,1,2,8,42000
"3415",1968,2,3,-9,5,12,2,2,5,110000
"3416",1942,2,2,-9,7,12,1,2,4,18000
"3417",1969,1,2,1,9,1,2,2,3,110000
"3418",1956,1,2,1,7,6,1,2,4,70000
"3419",1943,2,8,-9,8,6,1,2,4,36000
"3420",1980,2,8,-8,6,21,NA,2,3,-8
"3421",1949,2,8,2,9,22,1,2,4,30000
"3422",1988,2,8,2,5,1,1,2,3,150000
"3423",1944,1,8,2,7,4,1,2,4,-9
"3424",1948,2,8,2,5,22,1,2,4,30000
"3425",1958,2,8,2,7,12,3,2,3,125000
"3426",1938,1,8,2,4,6,2,2,4,-8
"3427",1959,1,8,2,7,21,NA,2,1,60000
"3428",1957,2,9,2,9,9,1,7,8,19000
"3429",1973,2,9,2,11,-8,1,2,1,-8
"3430",1968,1,9,2,5,21,NA,2,1,205000
"3431",1962,1,9,2,7,21,NA,2,1,48000
"3432",1967,1,9,2,7,21,NA,13,3,-8
"3433",1953,1,9,2,9,9,4,2,4,4e+05
"3434",1982,2,9,2,9,-9,NA,2,3,2e+05
"3435",1975,2,9,2,7,6,3,2,10,-8
"3436",1938,2,9,-8,8,12,1,2,4,1e+05
"3437",1949,2,9,-9,10,6,2,2,4,-9
"3438",1942,1,9,-9,9,21,NA,2,4,0
"3439",1965,1,9,1,8,19,1,2,1,-9
"3440",1948,2,9,2,7,7,2,2,4,120000
"3441",1951,1,9,-8,9,21,NA,2,4,-9
"3442",1956,1,9,2,7,21,NA,2,11,-8
"3443",1951,2,9,-8,5,21,NA,2,1,-8
"3444",1988,2,10,2,6,22,2,2,2,50000
"3445",1940,1,10,2,4,12,1,2,4,-9
"3446",1975,2,10,-8,11,21,NA,2,1,-8
"3447",1943,1,10,6,9,21,NA,2,4,-8
"3448",1957,2,10,-9,8,5,1,2,1,-8
"3449",1944,2,10,1,9,12,2,2,4,65000
"3450",1973,1,10,5,11,21,NA,2,3,-8
"3451",1962,1,10,3,5,21,NA,2,1,75000
"3452",1940,1,10,-8,4,-8,3,9,4,-8
"3453",1937,1,10,2,10,14,4,2,4,-9
"3454",1981,1,10,2,5,21,NA,2,3,175000
"3455",1942,1,10,3,5,21,NA,2,4,80000
"3456",1957,1,10,2,9,21,NA,2,4,-8
"3457",1955,2,10,1,7,6,1,2,4,1e+05
"3458",1947,1,10,5,9,14,4,2,4,-8
"3459",1945,1,10,3,9,21,NA,2,11,1e+05
"3460",1946,1,10,-9,8,17,2,12,4,50000
"3461",1946,2,10,-9,6,21,NA,2,4,30000
"3462",1946,1,10,-9,5,9,2,2,12,50000
"3463",1951,1,10,3,7,21,NA,13,4,120000
"3464",1951,2,10,2,7,14,1,13,4,50000
"3465",1961,2,10,5,8,21,NA,2,1,160000
"3466",1933,2,10,-9,4,6,1,2,4,-9
"3467",1929,1,10,1,5,21,NA,2,4,-9
"3468",1967,2,10,-9,4,-9,NA,2,1,-9
"3469",1951,2,10,-9,10,21,NA,3,1,-9
"3470",1943,1,10,-9,7,6,1,2,4,-8
"3471",1979,1,10,3,9,21,NA,2,1,130000
"3472",1966,1,10,3,11,21,NA,2,1,-9
"3473",1946,2,10,3,9,1,3,13,4,54000
"3474",1960,1,10,2,6,9,1,13,2,-8
"3475",1948,2,10,-8,7,6,2,2,1,-8
"3476",1970,1,10,2,10,21,NA,13,3,-8
"3477",1945,2,10,5,7,22,4,2,4,20000
"3478",1950,1,10,3,5,21,NA,2,4,55000
"3479",1953,2,10,3,8,6,3,2,11,1e+05
"3480",1938,2,10,1,8,12,2,2,4,37000
"3481",1952,1,10,3,8,16,1,2,4,65000
"3482",1953,2,10,2,8,12,2,2,4,42000
"3483",1946,1,10,2,11,1,2,3,2,120000
"3484",1951,1,10,2,6,14,1,2,8,30000
"3485",1998,1,10,5,8,-9,NA,2,9,-9
"3486",1961,2,10,3,5,10,1,7,1,47000
"3487",1944,2,10,-8,10,-8,2,2,4,-8
"3488",1946,2,10,5,9,21,NA,13,4,23000
"3489",1976,2,10,3,9,10,1,2,3,140000
"3490",1932,1,10,2,4,21,NA,2,4,-8
"3491",1964,1,10,-9,9,21,NA,6,4,-8
"3492",1941,2,10,2,5,12,2,2,4,24000
"3493",1960,1,10,1,9,21,NA,13,1,8e+05
"3494",1947,2,10,5,6,12,1,2,4,42000
"3495",1932,2,10,1,8,6,1,2,4,45000
"3496",1972,2,10,-9,9,21,NA,2,1,70000
"3497",1981,2,10,5,9,21,NA,2,7,165000
"3498",1974,2,10,3,7,-9,NA,2,9,150000
"3499",1934,2,7,1,5,6,1,2,4,-8
"3500",1946,2,7,1,11,22,2,3,4,158000
"3501",1936,1,7,1,2,1,1,2,4,-9
"3502",1957,2,7,-8,7,21,NA,2,2,-9
"3503",1975,1,7,2,5,9,2,2,3,55000
"3504",1992,1,4,-9,7,6,3,2,1,135000
"3505",1970,1,4,5,9,21,NA,2,1,60000
"3506",1983,1,4,5,7,21,NA,2,3,5000
"3507",1989,2,4,-9,7,6,3,2,10,-9
"3508",1959,1,4,-8,9,9,2,2,11,45000
"3509",1975,1,4,1,9,3,1,2,1,90000
"3510",1929,2,4,2,8,3,1,2,4,-8
"3511",1986,2,4,-9,7,6,3,2,2,28000
"3512",1977,1,4,1,5,21,NA,2,1,50000
"3513",1956,1,4,1,10,21,NA,2,1,138000
"3514",1979,2,4,-9,6,21,NA,2,1,55000
"3515",1950,1,1,2,4,21,NA,2,11,40000
"3516",1957,2,1,-9,6,12,1,2,4,25000
"3517",1955,2,1,2,10,1,1,2,4,60000
"3518",1969,2,1,-9,10,-8,1,2,1,150000
"3519",1961,2,1,-9,8,6,1,2,1,-9
"3520",1980,2,1,-9,5,12,4,2,5,42000
"3521",1963,2,1,1,7,21,NA,2,1,2e+05
"3522",1955,1,1,-9,10,21,NA,2,3,-8
"3523",1945,1,1,-8,9,1,2,2,4,-8
"3524",1943,1,1,NA,9,21,NA,13,3,70000
"3525",1985,2,1,-9,4,1,1,2,2,-9
"3526",1979,1,1,-8,4,1,3,2,3,150000
"3527",1940,1,3,1,10,-8,3,2,4,-8
"3528",1954,2,3,3,8,6,1,2,3,9000
"3529",1937,1,3,2,7,9,2,2,4,30000
"3530",1945,2,3,2,5,12,1,2,4,-9
"3531",1956,2,3,5,6,21,NA,2,3,30000
"3532",1961,1,3,6,7,21,NA,2,12,40000
"3533",1986,1,3,1,7,12,3,2,1,155000
"3534",1942,1,6,2,4,20,1,2,4,45000
"3535",1988,1,6,2,7,14,2,2,1,2e+05
"3536",1972,1,6,1,8,11,1,13,1,45000
"3537",1951,1,6,1,9,6,4,2,4,150000
"3538",1946,2,6,2,7,21,NA,2,4,-8
"3539",1972,2,6,3,9,21,NA,2,1,60000
"3540",1962,2,6,3,11,21,NA,2,3,295000
"3541",1957,2,6,5,11,21,NA,12,1,-8
"3542",1954,2,6,1,10,15,3,2,4,-8
"3543",1949,1,6,-9,7,1,2,2,4,55000
"3544",1971,2,6,5,10,22,2,2,1,-8
"3545",1945,2,6,5,7,1,1,2,4,-9
"3546",1943,1,6,1,7,21,NA,2,4,40000
"3547",1949,1,6,1,10,1,3,2,4,150000
"3548",1972,2,6,1,11,21,NA,13,1,94000
"3549",1985,2,6,1,7,21,NA,2,12,87000
"3550",1954,1,6,6,6,9,1,2,3,150000
"3551",1977,1,6,2,9,21,NA,2,3,-8
"3552",1983,1,6,1,9,4,3,2,1,137000
"3553",1940,1,6,1,9,1,2,2,4,99000
"3554",1944,2,6,1,6,1,1,13,4,72000
"3555",1971,2,6,3,8,12,4,2,1,130000
"3556",1974,1,6,1,10,6,2,2,1,375000
"3557",1973,1,6,2,5,6,4,2,1,65000
"3558",1984,1,6,1,10,21,NA,2,1,160000
"3559",1970,1,6,-9,9,-8,1,7,3,-8
"3560",1978,1,6,-9,7,21,NA,2,3,130000
"3561",1955,2,6,1,5,1,1,2,4,39000
"3562",1953,2,6,2,9,1,3,2,4,-9
"3563",1961,1,6,-8,7,6,2,2,4,-9
"3564",1946,2,6,-8,7,9,2,2,4,-8
"3565",1958,2,6,3,3,6,1,2,8,10000
"3566",1951,1,6,1,7,21,NA,9,4,24000
"3567",1959,1,6,2,5,2,3,13,1,120000
"3568",1951,2,6,1,9,17,2,2,4,75000
"3569",1963,2,6,3,7,6,2,2,1,66000
"3570",1946,2,6,9,8,1,2,13,4,-8
"3571",1946,2,6,1,5,9,4,2,4,60000
"3572",1961,1,6,5,5,9,2,2,1,160000
"3573",1948,2,6,2,9,6,1,3,4,40000
"3574",1999,2,6,3,8,21,NA,2,6,-9
"3575",1943,2,2,1,9,6,1,2,4,-9
"3576",1988,1,2,-8,8,14,1,2,1,-8
"3577",1959,2,2,-8,8,20,3,2,4,-8
"3578",2000,1,2,1,5,14,2,2,2,120000
"3579",1941,1,2,5,7,7,2,2,4,60000
"3580",1991,1,2,1,10,21,NA,2,1,85000
"3581",1961,1,5,3,9,6,2,2,2,55000
"3582",1985,2,5,-9,8,6,1,2,1,108000
"3583",1945,2,5,-8,5,6,2,2,4,65000
"3584",1967,1,5,-8,11,6,2,2,1,40000
"3585",1981,2,5,1,10,21,NA,2,1,110000
"3586",1957,1,5,4,10,21,NA,2,4,115000
"3587",1980,1,5,2,5,6,2,2,1,1e+05
"3588",1977,2,5,1,10,6,3,2,1,150000
"3589",1956,2,5,4,9,21,NA,1,1,-8
"3590",1929,2,5,1,5,6,2,2,4,-9
"3591",1969,2,5,1,9,6,4,2,1,-8
"3592",1973,2,5,-9,5,21,NA,2,2,1e+05
"3593",1959,2,5,-9,5,6,3,2,2,-8
"3594",1988,1,5,3,5,6,3,2,1,50000
"3595",1969,1,5,4,7,21,NA,2,1,95000
"3596",1950,2,5,1,9,21,NA,2,4,18000
"3597",1949,1,5,1,9,6,2,2,2,-8
"3598",1919,2,5,1,3,6,1,2,4,-8
"3599",1965,2,5,1,7,14,3,2,1,65000
"3600",1954,2,5,3,9,21,NA,1,4,30000
"3601",1935,2,5,2,8,6,2,2,4,50000
"3602",1948,2,5,-9,2,6,3,2,4,-9
"3603",1971,2,5,-8,5,9,1,13,1,-9
"3604",1991,1,5,4,9,6,3,2,1,110000
"3605",1941,1,5,1,9,6,2,2,4,70000
"3606",1978,2,5,4,9,6,4,2,1,2e+05
"3607",1941,1,5,4,5,21,NA,1,4,70000
"3608",1956,1,5,1,5,6,1,2,4,50000
"3609",1962,2,5,9,5,6,2,2,8,12000
"3610",1974,1,5,5,10,6,3,2,1,184000
"3611",1979,2,8,5,7,21,NA,2,1,140000
"3612",1978,2,8,2,8,14,3,2,7,87000
"3613",1966,1,8,-9,9,21,NA,2,1,150000
"3614",1957,2,8,3,5,-8,2,2,7,-8
"3615",1942,2,8,2,9,12,1,2,4,80000
"3616",1980,2,8,-9,7,6,2,2,1,145000
"3617",1959,2,8,2,7,6,1,2,12,65000
"3618",1949,1,8,2,8,7,2,2,4,1e+05
"3619",1976,1,8,1,9,21,NA,2,1,30000
"3620",1947,1,8,3,5,6,1,2,11,30000
"3621",1961,2,8,-9,8,8,2,2,1,63000
"3622",1957,1,8,2,8,3,2,2,1,210000
"3623",1965,2,8,-8,9,21,NA,2,2,-8
"3624",1969,2,8,2,9,6,3,2,3,225000
"3625",1973,1,10,-9,6,-8,3,2,1,-8
"3626",1953,1,10,2,5,21,NA,2,1,0
"3627",1969,2,10,5,7,21,NA,2,8,60000
"3628",1963,1,10,NA,9,21,NA,13,3,2e+05
"3629",1958,1,10,1,10,2,1,13,1,3e+05
"3630",1942,2,10,2,9,4,1,2,4,-9
"3631",1992,1,10,2,5,21,NA,2,1,130000
"3632",1941,1,10,-9,7,6,3,2,4,40000
"3633",1946,1,10,2,9,6,2,2,3,1e+05
"3634",1985,2,10,-9,7,21,NA,13,1,-9
"3635",1947,2,10,2,5,21,NA,13,4,-8
"3636",1999,1,10,3,8,21,NA,2,6,30000
"3637",1986,1,10,3,8,1,2,2,1,1e+05
"3638",1958,1,10,1,5,21,NA,2,4,175000
"3639",1970,1,9,2,11,15,2,13,3,-8
"3640",1959,1,10,1,9,6,1,13,1,40000
"3641",1968,1,10,-8,5,6,-9,2,3,50000
"3642",1994,1,10,3,7,21,NA,2,1,-8
"3643",1967,2,10,2,10,21,NA,4,12,82000
"3644",1969,2,10,3,7,21,NA,2,1,80000
"3645",1964,1,10,5,11,21,NA,13,1,270000
"3646",1984,1,10,5,9,21,NA,2,1,180000
"3647",1955,1,10,-9,9,21,NA,2,4,-9
"3648",1970,2,10,-9,11,6,3,2,1,53000
"3649",1964,2,10,1,5,21,NA,2,3,-8
"3650",1970,1,10,3,6,21,NA,2,1,225000
"3651",1962,1,10,1,11,21,NA,2,2,2e+05
"3652",1999,1,10,-9,5,6,1,2,9,-8
"3653",1935,1,10,-8,10,3,2,2,4,50000
"3654",1983,2,10,6,9,21,NA,2,1,160000
"3655",1995,2,10,2,6,22,2,2,1,20000
"3656",1976,1,10,3,7,21,NA,2,1,98000
"3657",1989,1,10,-9,9,21,NA,4,6,-9
"3658",1983,2,10,2,8,21,NA,2,1,1e+05
"3659",1980,1,10,1,7,21,NA,2,1,120000
"3660",1973,1,10,-9,9,21,NA,2,1,-8
"3661",1941,2,10,2,5,20,1,2,4,-8
"3662",1966,2,10,2,11,15,4,2,4,-8
"3663",1957,1,10,-8,7,21,NA,2,12,-8
"3664",1975,1,10,-8,7,21,NA,2,1,192000
"3665",1987,1,10,3,11,10,3,2,2,110000
"3666",1985,1,10,1,7,21,NA,2,3,220000
"3667",1972,1,10,1,9,21,NA,2,1,2e+05
"3668",1974,1,10,3,11,21,NA,2,1,218000
"3669",1943,1,10,1,9,1,2,2,4,90000
"3670",1977,1,10,2,7,14,1,2,10,150000
"3671",1983,1,10,-8,10,-8,1,2,1,-8
"3672",1986,2,10,3,6,21,NA,2,12,21000
"3673",1994,1,10,3,9,21,NA,2,9,55000
"3674",1957,2,10,6,7,4,2,2,8,32000
"3675",1995,2,10,5,8,21,NA,2,2,3e+05
