"","age","sex","education","has_religion","religion_importance","income_family","employment","born_canada","province","n"
"5251",52,"Male","College","No","Somewhat important","$50,000 to $74,999","employement","born in Canada","Ontario",1
"5252",52,"Male","College","Yes","Not very important","$125,000 and more","employement","born in Canada","New Brunswick",1
"5253",52,"Male","College","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","Quebec",1
"5254",52,"Male","College","Yes","Somewhat important","$100,000 to $ 124,999","unemployement","born outside canada","British Columbia",1
"5255",52,"Male","College","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Quebec",1
"5256",52,"Male","College","Yes","Somewhat important","$25,000 to $49,999","employement","born in Canada","Nova Scotia",1
"5257",52,"Male","College","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","New Brunswick",1
"5258",52,"Male","College","Yes","Somewhat important","$50,000 to $74,999","employement","born outside canada","Nova Scotia",1
"5259",52,"Male","College","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Ontario",1
"5260",52,"Male","College","Yes","Somewhat important","$75,000 to $99,999","employement","born in Canada","Alberta",2
"5261",52,"Male","College","Yes","Somewhat important","$75,000 to $99,999","employement","born outside canada","Quebec",1
"5262",52,"Male","College","Yes","Somewhat important","Less than $25,000","employement","born in Canada","Quebec",1
"5263",52,"Male","College","Yes","Very important","$100,000 to $ 124,999","unemployement","born in Canada","Ontario",1
"5264",52,"Male","College","Yes","Very important","$125,000 and more","employement","born in Canada","British Columbia",1
"5265",52,"Male","College","Yes","Very important","$125,000 and more","employement","born in Canada","Saskatchewan",1
"5266",52,"Male","College","Yes","Very important","$75,000 to $99,999","employement","born outside canada","Quebec",1
"5267",52,"Male","College","Yes","Very important","$75,000 to $99,999","unemployement","born outside canada","Ontario",1
"5268",52,"Male","High school","No","Somewhat important","$75,000 to $99,999","employement","born in Canada","Prince Edward Island",1
"5269",52,"Male","High school","Yes","Not important at all","$125,000 and more","unemployement","born in Canada","Saskatchewan",1
"5270",52,"Male","High school","Yes","Not important at all","$50,000 to $74,999","employement","born in Canada","British Columbia",1
"5271",52,"Male","High school","Yes","Not very important","$100,000 to $ 124,999","employement","born in Canada","Saskatchewan",1
"5272",52,"Male","High school","Yes","Not very important","$125,000 and more","employement","born in Canada","New Brunswick",1
"5273",52,"Male","High school","Yes","Not very important","$125,000 and more","employement","born in Canada","Ontario",1
"5274",52,"Male","High school","Yes","Not very important","$125,000 and more","employement","born in Canada","Saskatchewan",1
"5275",52,"Male","High school","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","British Columbia",2
"5276",52,"Male","High school","Yes","Somewhat important","$125,000 and more","employement","born in Canada","New Brunswick",1
"5277",52,"Male","High school","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Quebec",1
"5278",52,"Male","High school","Yes","Somewhat important","$125,000 and more","employement","born outside canada","Ontario",2
"5279",52,"Male","High school","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Alberta",1
"5280",52,"Male","High school","Yes","Somewhat important","$50,000 to $74,999","unemployement","born outside canada","British Columbia",1
"5281",52,"Male","High school","Yes","Very important","$125,000 and more","employement","born in Canada","Manitoba",1
"5282",52,"Male","High school","Yes","Very important","$125,000 and more","employement","born in Canada","Nova Scotia",1
"5283",52,"Male","High school","Yes","Very important","$25,000 to $49,999","unemployement","born outside canada","Alberta",1
"5284",52,"Male","High school","Yes","Very important","Less than $25,000","employement","born in Canada","Ontario",2
"5285",52,"Male","Less than high school","No","Not important at all","$50,000 to $74,999","employement","born in Canada","British Columbia",1
"5286",52,"Male","Less than high school","No","Not very important","$25,000 to $49,999","employement","born in Canada","Quebec",1
"5287",52,"Male","Less than high school","Yes","Not important at all","$100,000 to $ 124,999","employement","born in Canada","Quebec",1
"5288",52,"Male","Less than high school","Yes","Not important at all","Less than $25,000","employement","born in Canada","Quebec",1
"5289",52,"Male","Less than high school","Yes","Not very important","$50,000 to $74,999","unemployement","born outside canada","Alberta",1
"5290",52,"Male","Less than high school","Yes","Not very important","$75,000 to $99,999","employement","born in Canada","New Brunswick",1
"5291",52,"Male","Less than high school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Nova Scotia",1
"5292",52,"Male","Trade diploma","Yes","Not very important","$100,000 to $ 124,999","employement","born in Canada","Nova Scotia",1
"5293",52,"Male","Trade diploma","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Nova Scotia",1
"5294",52,"Male","Trade diploma","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Quebec",1
"5295",52,"Male","Trade diploma","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Ontario",1
"5296",52,"Male","Trade diploma","Yes","Somewhat important","Less than $25,000","unemployement","born in Canada","Ontario",1
"5297",52,"Male","Trade diploma","Yes","Very important","$125,000 and more","employement","born outside canada","Alberta",1
"5298",52,"Male","University","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Ontario",1
"5299",52,"Male","University","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Ontario",1
"5300",52,"Male","University","Yes","Very important","$125,000 and more","employement","born in Canada","Ontario",1
"5301",53,"Female","Above bachelor","No","Not important at all","$125,000 and more","employement","born in Canada","Ontario",1
"5302",53,"Female","Above bachelor","Yes","Not important at all","$50,000 to $74,999","employement","born in Canada","Quebec",1
"5303",53,"Female","Above bachelor","Yes","Not very important","$125,000 and more","employement","born in Canada","Ontario",1
"5304",53,"Female","Above bachelor","Yes","Not very important","$125,000 and more","unemployement","born in Canada","Quebec",1
"5305",53,"Female","Above bachelor","Yes","Not very important","$50,000 to $74,999","employement","born in Canada","Nova Scotia",1
"5306",53,"Female","Above bachelor","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Nova Scotia",1
"5307",53,"Female","Above bachelor","Yes","Very important","$125,000 and more","employement","born in Canada","Nova Scotia",1
"5308",53,"Female","Bachelor degree","No","Not important at all","$75,000 to $99,999","employement","born in Canada","Ontario",1
"5309",53,"Female","Bachelor degree","No","Not very important","$50,000 to $74,999","employement","born in Canada","British Columbia",1
"5310",53,"Female","Bachelor degree","Yes","Not important at all","$100,000 to $ 124,999","employement","born outside canada","British Columbia",1
"5311",53,"Female","Bachelor degree","Yes","Not important at all","$125,000 and more","employement","born in Canada","Quebec",1
"5312",53,"Female","Bachelor degree","Yes","Not important at all","$125,000 and more","unemployement","born in Canada","Ontario",1
"5313",53,"Female","Bachelor degree","Yes","Not important at all","$75,000 to $99,999","employement","born in Canada","Quebec",1
"5314",53,"Female","Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","British Columbia",1
"5315",53,"Female","Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Quebec",1
"5316",53,"Female","Bachelor degree","Yes","Not very important","$75,000 to $99,999","employement","born in Canada","Nova Scotia",1
"5317",53,"Female","Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","New Brunswick",1
"5318",53,"Female","Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Nova Scotia",1
"5319",53,"Female","Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Ontario",3
"5320",53,"Female","Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Prince Edward Island",1
"5321",53,"Female","Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Quebec",1
"5322",53,"Female","Bachelor degree","Yes","Somewhat important","$125,000 and more","unemployement","born in Canada","Nova Scotia",1
"5323",53,"Female","Bachelor degree","Yes","Somewhat important","$125,000 and more","unemployement","born in Canada","Quebec",1
"5324",53,"Female","Bachelor degree","Yes","Very important","$100,000 to $ 124,999","employement","born in Canada","Manitoba",1
"5325",53,"Female","Bachelor degree","Yes","Very important","$125,000 and more","employement","born outside canada","British Columbia",2
"5326",53,"Female","Bachelor degree","Yes","Very important","$125,000 and more","employement","born outside canada","Ontario",1
"5327",53,"Female","College","No","Not important at all","$125,000 and more","unemployement","born in Canada","British Columbia",1
"5328",53,"Female","College","No","Not important at all","$50,000 to $74,999","employement","born in Canada","British Columbia",1
"5329",53,"Female","College","No","Very important","$125,000 and more","employement","born in Canada","Ontario",1
"5330",53,"Female","College","Yes","Not important at all","$50,000 to $74,999","employement","born in Canada","Nova Scotia",1
"5331",53,"Female","College","Yes","Not important at all","Less than $25,000","employement","born in Canada","Saskatchewan",1
